Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),Datetime
2023-05-27,40.92045454545455,180.4431818181818,123.521875,137.04583333333332,173.59270833333335,47.34166666666667,15.256597222222224,,6.819791666666667,,,,,,,30.809375,61.43645833333333,1.5010416666666666,105.51041666666669,,0.0,59.134375,973.121875,,2023-05-27
2023-05-28,67.75,247.11458333333337,109.95416666666668,141.51354166666667,164.90520833333332,52.2125,15.293055555555556,,7.765625,,,,,,,32.905208333333334,58.00833333333333,1.4854166666666666,94.95833333333331,,0.0,70.11666666666666,973.0041666666666,,2023-05-28
2023-05-29,45.09375,201.38541666666663,115.06770833333331,139.69375,168.103125,47.12613636363637,12.364583333333334,0.5134615384615384,7.004166666666666,,,,,,,31.176041666666663,61.328125,1.925,141.34375,,0.0,64.26145833333332,973.2125,,2023-05-29
2023-05-30,47.1875,128.78125,107.75208333333336,144.13194444444443,164.49722222222223,46.38368055555555,13.791666666666666,0.2916666666666667,6.913541666666667,,,,,,,31.069791666666664,62.57083333333333,1.5583333333333331,143.90625,,0.0,68.65,973.2802083333332,,2023-05-30
2023-05-31,51.25,142.375,182.46174242424243,135.2693181818182,220.7007575757576,45.17765151515152,14.192708333333334,0.1,6.659375,,,,,,,30.04375,68.69895833333334,1.496875,180.85416666666663,,0.0,70.546875,973.5489583333332,,2023-05-31
2023-06-01,63.354166666666664,170.52083333333334,135.78333333333333,141.88578431372548,186.16323529411764,48.57843137254902,15.183680555555554,,6.626041666666667,,,,,,,30.776041666666668,65.184375,1.3635416666666669,183.27083333333337,,0.0,71.00208333333333,973.353125,,2023-06-01
2023-06-02,40.53125,140.30208333333334,71.8,143.04375,134.5984375,30.60625,14.098263888888887,0.3857142857142857,7.759375,,,,,,,32.574999999999996,54.02291666666667,1.2895833333333333,203.4375,,0.0,71.23020833333334,973.0291666666668,,2023-06-02
2023-06-03,103.55208333333331,223.04166666666663,75.86145833333333,123.34479166666668,127.44583333333333,26.873958333333334,13.677083333333334,0.5369565217391304,7.911458333333333,,,,,,,33.28333333333333,51.057291666666664,1.2489583333333334,169.54166666666666,,0.0,71.52187500000001,972.809375,,2023-06-03
2023-06-04,103.27083333333331,228.5326086956522,69.74019607843137,133.6122549019608,127.91764705882352,34.026041666666664,15.538690476190476,0.532608695652174,12.926785714285714,,,,,,,33.35729166666667,56.38229166666667,1.3135416666666666,184.08333333333337,,0.0,64.10625,972.6760416666666,,2023-06-04
2023-06-05,78.0,247.73809523809524,112.35,120.93416666666668,155.92958333333334,30.181666666666665,22.818055555555556,1.3946428571428573,12.80686274509804,,,,,,,34.83541666666667,50.20520833333333,1.5739583333333331,227.54166666666663,,0.0,70.1375,972.4552083333332,,2023-06-05
2023-06-06,139.35416666666666,,102.63888888888889,104.02129629629628,139.30555555555554,43.416666666666664,29.33,2.189583333333333,14.731481481481485,,,,,,,36.42833333333333,42.81666666666667,1.596666666666667,197.125,,0.0,68.10499999999999,972.29,,2023-06-06
2023-06-07,70.04166666666667,291.3478260869565,123.65,120.98333333333332,165.14166666666668,42.1875,26.398263888888888,3.375,14.011458333333332,,,,,,,35.206250000000004,45.223958333333336,1.2541666666666669,183.72916666666663,,0.0,70.20416666666667,972.4177083333334,,2023-06-07
2023-06-08,50.416666666666664,178.59375,96.5375,118.35520833333334,141.66979166666667,39.55104166666667,26.72951388888889,3.1999999999999997,18.409375,,,,,,,35.954166666666666,41.925,1.2458333333333331,173.79166666666666,,0.0,69.996875,972.3833333333332,,2023-06-08
2023-06-09,56.47569444444445,205.8125,142.04999999999998,112.74340277777776,175.72256944444442,42.93043478260869,20.59551282051282,1.8161458333333331,12.358333333333334,,,,,,,36.39965277777778,44.23576388888889,1.6482638888888888,210.0,,0.0,68.45520833333333,972.5024305555556,,2023-06-09
2023-06-10,49.6875,198.90625,156.1282608695652,103.62028985507249,182.38804347826087,34.893840579710144,18.928846153846152,2.102777777777778,9.803260869565218,,,,,,,36.31875,44.84444444444444,1.669097222222222,228.72569444444449,,0.0,66.58784722222222,972.1326388888888,,2023-06-10
2023-06-11,47.4375,184.97916666666663,94.72261904761903,88.2781746031746,124.04404761904765,28.910833333333336,16.914285714285715,2.1821428571428574,13.977083333333333,,,,,,,35.27430555555556,48.98993055555555,2.098263888888889,240.45833333333337,,0.0,68.68472222222222,972.292013888889,,2023-06-11
2023-06-12,47.333333333333336,255.19230769230768,109.23409090909092,97.43863636363636,140.92954545454543,32.68181818181818,23.202272727272728,2.5812500000000003,12.537222222222224,,,,,,,37.45944444444444,45.986666666666665,2.153888888888889,256.68333333333334,,0.0,67.29777777777778,971.9733333333334,,2023-06-12
2023-06-13,53.803030303030305,282.0113636363636,138.02604166666666,87.17812500000001,158.87083333333334,31.972463768115944,17.84236111111111,1.6075757575757577,8.968055555555557,,,,,,,37.98576388888889,44.72361111111112,2.2937499999999997,251.30208333333337,,0.0,69.6138888888889,972.0729166666666,,2023-06-13
2023-06-14,47.72727272727273,254.6590909090909,134.24375,83.99305555555556,154.12569444444446,30.975694444444443,44.925,1.8333333333333333,8.81423611111111,,,,,,,36.739583333333336,45.55173611111112,2.5833333333333335,245.25,,0.0,68.50416666666666,972.0822916666666,,2023-06-14
2023-06-15,45.64015151515152,207.70454545454547,121.4079861111111,96.09131944444444,149.93854166666668,41.69855072463768,16.668055555555554,2.9981481481481485,9.792361111111113,,,,,,,35.47152777777777,47.76597222222222,2.3295138888888887,232.95833333333337,,0.0,69.47430555555555,972.1427083333332,,2023-06-15
2023-06-16,45.822916666666664,170.20833333333334,152.05185185185186,87.57407407407408,170.5388888888889,35.58657407407408,21.75601851851852,3.6944444444444446,8.785416666666666,,,,,,,34.45729166666667,56.325,1.74375,224.375,,0.0,69.33749999999999,972.7208333333332,,2023-06-16
2023-06-17,62.895833333333336,197.27083333333337,138.68541666666667,88.809375,161.78298611111111,28.075,16.29652777777778,4.265909090909091,8.342708333333333,,,,,,,35.438541666666666,58.864583333333336,1.6395833333333334,190.57291666666663,,0.0,67.47604166666666,972.9989583333332,,2023-06-17
2023-06-18,40.541666666666664,116.859375,41.875,56.06911764705882,63.9735294117647,24.76274509803922,12.781372549019608,1.6416666666666666,15.64264705882353,,,,,,,34.76764705882353,60.872058823529414,3.1205882352941177,124.95588235294116,,0.0,83.30147058823529,973.0705882352942,,2023-06-18
2023-06-19,51.63095238095239,158.81547619047618,118.21964285714286,97.96785714285714,148.4892857142857,33.59666666666667,11.786309523809525,2.1982142857142857,5.494642857142857,,,,,,,32.098214285714285,69.08035714285714,1.6392857142857142,148.51785714285714,,0.0,77.40178571428571,973.4482142857142,,2023-06-19
2023-06-20,49.246212121212125,133.02173913043478,30.583333333333332,61.653125,57.72604166666667,55.766666666666666,15.579924242424244,1.7822916666666666,15.81388888888889,,,,,,,33.91076388888889,64.22604166666666,2.5454861111111113,75.90277777777779,,0.0,69.39340277777778,973.0697916666668,,2023-06-20
2023-06-21,41.40277777777778,135.30208333333334,72.98715277777778,97.24270833333333,111.19513888888888,48.998913043478254,15.328508771929824,2.0638888888888887,15.021527777777775,,,,,,,34.79131944444445,62.157986111111114,2.031944444444445,152.61111111111111,,0.0,64.36527777777778,972.926736111111,,2023-06-21
2023-06-22,59.79444444444445,224.51666666666668,90.23725490196078,113.37254901960785,137.70392156862746,38.981862745098034,14.6796875,2.1044444444444443,23.275,,,,,,,35.74342105263158,59.51973684210526,1.726315789473684,168.6140350877193,,0.0,62.43947368421052,972.8302631578948,,2023-06-22
2023-06-23,56.97222222222222,196.20833333333337,119.953125,97.21111111111112,149.40729166666668,49.06349206349206,14.507894736842104,2.682986111111111,15.881884057971016,,,,,,,35.58715277777778,62.00833333333333,1.8361111111111112,141.47222222222223,,0.0,67.09479166666667,972.9020833333334,,2023-06-23
2023-06-24,49.325,162.82916666666668,47.532936507936505,79.62301587301587,81.13492063492063,28.698809523809523,21.828968253968256,2.1412500000000003,25.48412698412698,,,,,,,34.08134920634921,67.09563492063492,2.4734126984126985,84.94444444444444,,0.0,57.94166666666667,973.3734126984128,,2023-06-24
2023-06-25,34.729166666666664,61.0625,122.37013888888887,78.65208333333334,142.65694444444443,12.835144927536234,15.76215277777778,1.93125,19.414583333333333,,,,,,,29.909375,91.40208333333334,1.3104166666666666,172.40625,,0.0,58.825,974.8739583333332,,2023-06-25
2023-06-26,54.98863636363637,130.11363636363637,44.777430555555554,64.24756944444444,70.68645833333333,23.24855072463768,16.740972222222222,2.4282608695652175,23.561111111111114,,,,,,,32.104166666666664,78.95104166666667,1.3381944444444445,70.84027777777779,,0.0,67.82916666666667,974.1760416666666,,2023-06-26
2023-06-27,45.78125,131.05208333333334,44.03888888888888,75.2375,75.90902777777778,41.93611111111111,20.835069444444446,2.9277777777777776,18.84826388888889,,,,,,,32.42048611111111,79.51354166666667,1.7045138888888889,97.01041666666669,,0.0,67.81388888888888,974.0079861111112,,2023-06-27
2023-06-28,42.59027777777778,156.28125,111.11354166666666,125.50104166666668,154.75381944444445,40.18514492753623,15.924305555555556,3.2315972222222222,27.121875,,,,,,,33.37083333333333,72.16458333333334,1.99375,95.61458333333331,,0.0,67.54166666666667,973.753125,,2023-06-28
2023-06-29,45.486111111111114,119.35416666666669,91.321875,157.36006944444446,158.1340277777778,49.2469696969697,15.923611111111107,3.078819444444445,22.052430555555556,,,,,,,32.515972222222224,78.82951388888888,1.632638888888889,79.46180555555556,,0.0,60.24861111111111,974.2569444444443,,2023-06-29
2023-06-30,32.89236111111111,76.40625,84.40590277777777,159.95520833333333,151.16354166666667,49.134375,13.663541666666667,3.0684027777777776,29.25326086956522,,,,,,,32.01840277777778,80.7611111111111,1.6118055555555555,82.32291666666667,,0.0,68.675,974.4097222222222,,2023-06-30
2023-07-01,30.904761904761905,99.75,77.47777777777777,143.51666666666665,139.4753968253968,45.16944444444445,16.875396825396827,2.695238095238095,30.529583333333335,,,,,,,32.742045454545455,75.80681818181819,2.080681818181818,84.30681818181819,,0.0,65.90568181818182,973.9909090909092,,2023-07-01
2023-07-02,42.87847222222222,163.78125,131.68402777777777,194.74479166666663,210.72604166666667,45.22291666666666,18.70072463768116,1.7239583333333333,28.73229166666667,,,,,,,34.08020833333333,69.96770833333333,1.95,102.60416666666669,,0.0,70.37395833333333,973.509375,,2023-07-02
2023-07-03,60.69444444444445,180.67708333333337,111.92282608695652,248.33125,222.73985507246377,47.92604166666666,15.453125,2.227777777777778,23.243055555555554,,,,,,,35.484375,64.78229166666667,1.7604166666666667,122.61458333333331,,0.0,68.2,973.1770833333334,,2023-07-03
2023-07-04,52.06597222222222,129.79166666666666,72.10659722222222,211.96944444444443,171.546875,50.05972222222223,14.277651515151517,1.9086805555555555,15.3125,,,,,,,34.155208333333334,70.18541666666667,2.365972222222222,96.30555555555556,,0.0,64.34340277777778,973.4888888888888,,2023-07-04
2023-07-05,41.125,75.64473684210526,57.816319444444446,166.43159722222222,132.73020833333334,56.346875,18.31060606060606,1.5215277777777778,24.398958333333336,,,,,,,33.23263888888889,76.28402777777778,2.69375,81.9375,,0.0,65.846875,973.8927083333332,,2023-07-05
2023-07-06,32.67460317460317,,77.00515873015873,176.18174603174603,155.76031746031745,49.04960317460318,17.788425925925925,3.3361111111111112,14.774206349206349,,,,,,,31.53611111111111,83.93968253968254,2.1051587301587302,75.64285714285714,,0.0,67.6781746031746,974.2357142857144,,2023-07-06
2023-07-07,34.233333333333334,82.125,43.041071428571435,186.5875,134.3125,50.92380952380953,16.207738095238096,1.5410714285714284,12.403571428571428,,,,,,,33.95178571428571,69.98214285714286,3.3125,81.05357142857143,,0.0,80.50535714285715,973.8821428571428,,2023-07-07
2023-07-08,30.15,56.24166666666666,139.58373015873016,192.85795454545453,214.55753968253967,42.57301587301587,17.857142857142858,1.847348484848485,24.413636363636364,,,,,,,30.824242424242424,92.21098484848484,1.7678030303030303,83.39772727272727,,0.0,41.62765151515151,973.5291666666668,,2023-07-08
2023-07-09,27.77777777777778,44.22727272727273,51.08958333333334,102.596875,96.22152777777778,42.64652777777778,15.931818181818182,1.320486111111111,17.330555555555556,,,,,,,30.76354166666667,93.62604166666668,1.4125,78.82291666666667,,0.0,44.5375,972.8697916666666,,2023-07-09
2023-07-10,32.78125,52.489583333333336,107.70659722222224,114.56041666666664,148.51388888888889,37.81666666666667,22.523863636363636,1.6079861111111111,38.92644927536232,,,,,,,31.93125,88.57083333333334,1.19375,89.80208333333333,,0.0,63.505208333333336,971.678125,,2023-07-10
2023-07-11,35.302083333333336,100.10416666666669,123.990625,107.04270833333334,158.05416666666667,34.73715277777777,19.17569444444445,1.8989583333333335,18.413541666666667,,,,,,,32.48854166666667,83.43645833333333,0.946875,152.55208333333334,,0.0,66.35729166666667,971.0447916666668,,2023-07-11
2023-07-12,27.836805555555557,110.40625,39.730555555555554,74.05972222222222,71.78298611111111,34.98854166666667,18.01746031746032,3.365625,19.0875,,,,,,,33.248958333333334,81.46979166666667,1.2881944444444444,78.51041666666667,,0.0,63.846875,970.9315972222222,,2023-07-12
2023-07-13,26.71875,93.96875,38.47083333333333,65.18472222222222,66.0324074074074,35.57916666666667,17.13088235294118,3.276851851851852,17.649537037037035,,,,,,,33.40046296296296,81.02777777777777,1.6699074074074074,91.91666666666669,,0.0,79.52268518518518,970.9092592592592,,2023-07-13
2023-07-14,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-07-14
2023-07-15,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-07-15
2023-07-16,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-07-16
2023-07-17,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-07-17
2023-07-18,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-07-18
2023-07-19,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-07-19
2023-07-20,43.416666666666664,120.2962962962963,33.862500000000004,75.64166666666667,67.84166666666667,30.540625,16.572222222222223,2.5250000000000004,10.288888888888888,,,,,,,36.825,60.02129629629629,1.924074074074074,81.70370370370371,,0.0,51.73333333333333,972.848148148148,,2023-07-20
2023-07-21,55.99122807017543,185.1052631578947,41.86785714285715,68.64920634920635,70.64126984126985,32.391666666666666,17.35674603174603,3.099206349206349,15.59875,,,,,,,36.2094696969697,64.36742424242424,2.150378787878788,81.20454545454545,,0.0,71.27765151515152,973.0011363636364,,2023-07-21
2023-07-22,25.035714285714285,106.46428571428572,15.253333333333334,46.13333333333334,33.54666666666667,34.160000000000004,19.43125,0.8783333333333333,6.1049999999999995,,,,,,,35.260714285714286,68.03928571428571,3.702380952380952,81.09523809523809,,0.0,76.49761904761905,973.092857142857,,2023-07-22
2023-07-23,30.71590909090909,79.08333333333333,28.534722222222225,84.22118055555556,68.05833333333334,32.88090277777778,14.658333333333331,1.65,9.429166666666667,,,,,,,35.276041666666664,66.13333333333334,3.3510416666666667,75.60416666666667,,0.0,67.9375,973.1114583333332,,2023-07-23
2023-07-24,26.097826086956523,73.67391304347827,23.44464285714286,64.12678571428572,53.221428571428575,31.25357142857143,13.480072463768115,1.558695652173913,8.758695652173913,,,,,,,35.245652173913044,66.20543478260869,2.8539855072463767,73.90942028985508,,0.0,65.19202898550725,973.2579710144928,,2023-07-24
2023-07-25,34.697916666666664,82.75,20.386458333333337,60.11666666666667,48.59479166666667,35.94479166666667,17.07638888888889,1.195,9.406884057971014,,,,,,,34.10520833333333,74.53020833333333,2.821875,80.10416666666667,,0.0,64.46666666666667,973.7270833333332,,2023-07-25
2023-07-26,34.388888888888886,64.13636363636364,30.5625,76.82875,65.7775,31.253750000000004,14.341666666666669,2.498076923076923,15.445833333333333,,,,,,,31.469791666666666,85.12604166666667,1.4541666666666666,70.96875,,0.0,51.385416666666664,973.83125,,2023-07-26
2023-07-27,46.18421052631579,158.72368421052633,88.71228070175438,99.3907894736842,125.19473684210526,29.91184210526316,15.480833333333331,,22.18421052631579,,,,,,,33.28041666666667,76.67666666666666,1.163333333333333,91.48333333333332,,0.0,59.6425,973.2358333333334,,2023-07-27
2023-07-28,29.36111111111111,59.666666666666664,10.02777777777778,40.55833333333333,27.32777777777778,34.825,16.78055555555555,1.5833333333333333,15.63148148148148,,,,,,,32.68611111111111,81.13888888888889,1.3277777777777775,158.5,,0.0,49.38611111111111,973.8194444444443,,2023-07-28
2023-07-29,24.23913043478261,67.65217391304348,48.94083333333334,46.43208333333333,64.42375000000001,35.28875,11.178125,1.2727272727272727,18.371031746031743,,,,,,,32.409375000000004,83.55624999999999,1.03125,151.36458333333334,,0.0,63.50208333333333,973.3625,,2023-07-29
2023-07-30,35.40625,154.375,135.11875,87.42604166666666,156.63958333333332,32.838541666666664,13.02777777777778,1.4659090909090908,10.097916666666666,,,,,,,34.07395833333333,74.425,1.1552083333333334,216.11458333333337,,0.0,64.31354166666667,973.1927083333334,,2023-07-30
2023-07-31,61.447916666666664,296.0520833333333,156.26354166666667,103.040625,182.21354166666663,36.12951388888889,13.449305555555556,1.1772727272727272,10.178125,,,,,,,35.29270833333333,69.02083333333333,1.3135416666666666,240.46875,,0.0,68.034375,973.5052083333334,,2023-07-31
2023-08-01,43.03125,272.6979166666667,142.51180555555555,93.04340277777776,165.696875,38.74340277777778,15.50798611111111,1.1871527777777775,9.382291666666667,,,,,,,35.64479166666667,66.99444444444444,1.6121527777777775,224.18055555555551,,0.0,67.40833333333333,973.30625,,2023-08-01
2023-08-02,40.69927536231884,285.0652173913044,145.44565217391303,91.8891304347826,169.81811594202898,37.093939393939394,15.004710144927538,0.9138888888888888,7.690972222222222,,,,,,,35.37644927536232,67.50797101449275,1.5619565217391302,218.06159420289856,,0.0,67.27028985507246,973.330072463768,,2023-08-02
2023-08-03,55.911458333333336,361.7760416666667,136.81145833333332,94.00364583333334,161.4671875,38.79322916666667,17.284375,1.10625,11.866666666666667,,,,,,,35.89427083333334,65.02968750000001,1.5010416666666666,239.16145833333337,,0.0,84.303125,973.1989583333332,,2023-08-03
2023-08-04,44.708333333333336,179.81944444444446,58.65343137254902,74.2671568627451,87.32598039215686,37.61666666666667,13.329901960784312,0.8661764705882353,,,,,,,,33.48970588235294,76.33970588235294,1.438235294117647,135.90196078431373,,0.0,64.76274509803922,973.8235294117648,,2023-08-04
2023-08-05,53.458333333333336,171.5,178.17407407407407,83.69398148148149,189.65555555555557,33.8125,14.838425925925923,1.0921296296296297,,,,,,,,33.35046296296296,82.36064814814816,0.475462962962963,167.11111111111111,,0.0,45.03842592592593,974.0083333333334,,2023-08-05
2023-08-06,43.93055555555555,201.21875,217.37986111111113,80.41666666666667,220.96145833333333,39.77638888888889,14.55347222222222,1.2078703703703704,,,,,,,,35.297916666666666,72.78020833333333,1.522916666666667,219.26041666666663,,0.0,67.52916666666667,973.33125,,2023-08-06
2023-08-07,35.38636363636363,204.6590909090909,167.0525,62.8325,169.64249999999998,36.68833333333333,16.1,0.475,,,,,,,,33.975,72.875,1.93,217.925,,0.0,50.447500000000005,973.65,,2023-08-07
2023-08-08,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-08-08
2023-08-09,,,,1.5812499999999998,84.60625,271.0,0.775,1.975,11.175,43.875,71.125,,,,,,,,,,0.0,449.25,,,2023-08-09
2023-08-10,,,,1.3197916666666667,108.41041666666666,325.93939393939394,0.8000000000000002,0.03,60.67604166666666,41.666666666666664,83.7375,,,,,,,,,,0.0,53.52430555555555,,,2023-08-10
2023-08-11,,,,1.348076923076923,147.90416666666667,227.67857142857144,0.8,0.03,59.766666666666666,48.31944444444444,84.80138888888888,,,,,,,,,,0.0,51.96296296296296,,,2023-08-11
2023-08-12,64.68571428571428,398.0,149.65,63.739999999999995,213.41,10.6,7.158333333333333,1.2402777777777778,2.9666666666666663,,,,,,,20.608333333333334,27.329166666666666,1.8708333333333331,101.64166666666668,,0.0,192.34375,729.6583333333333,,2023-08-12
2023-08-13,127.66666666666669,86.2,46.11388888888889,55.265,97.6425,5.708333333333333,12.585,1.6275,24.1275,38.833333333333336,85.3,,,,,31.422500000000003,54.8325,1.745,101.2325,,0.0,918.5066666666668,,,2023-08-13
2023-08-14,147.0,,10.086403508771928,15.667083333333332,24.700833333333332,15.864035087719296,20.63888888888889,1.6520833333333331,29.520833333333332,,,,,,,30.6,58.337500000000006,1.575,59.46979166666667,,0.0,850.3468750000001,,,2023-08-14
2023-08-15,95.28333333333332,219.8181818181818,2.332986111111111,2.0298611111111113,3.635069444444444,27.047916666666666,14.225,1.5972222222222223,39.53977272727273,,,,,,,30.155208333333334,64.51770833333333,1.08125,53.32604166666667,,0.0,842.3822916666667,,,2023-08-15
2023-08-16,80.61111111111111,370.6701388888889,13.272083333333333,2.2733333333333334,4.020416666666667,36.44708333333334,19.6125,1.7034090909090909,31.54375,,,,,,,32.28854166666667,60.01666666666667,0.984375,100.73333333333332,,0.0,930.5177083333332,823.3,,2023-08-16
2023-08-17,60.520833333333336,364.8020833333333,33.95798611111111,,5.003472222222222,59.278125,17.59826388888889,1.8055555555555551,34.16458333333333,,,,,,,33.64270833333333,55.239583333333336,1.4916666666666665,105.72708333333333,,0.0,972.990625,,,2023-08-17
2023-08-18,68.12847222222221,354.4270833333333,26.365277777777777,0.8,7.9393518518518515,52.021759259259255,12.265277777777778,2.372916666666667,28.508695652173916,,,,,,,33.807291666666664,54.42604166666667,1.5447916666666668,99.034375,,0.0,972.8739583333332,,,2023-08-18
2023-08-19,58.920138888888886,174.0034722222222,27.983928571428574,2.15,15.71923076923077,22.814880952380953,14.482638888888888,1.9232638888888889,75.62916666666666,,,,,,,31.833333333333332,66.55972222222222,1.228125,37.83472222222222,,0.0,973.2385416666666,,,2023-08-19
2023-08-20,42.8125,119.90625,27.910416666666663,,8.066319444444444,7.366319444444444,14.244444444444444,0.7261363636363636,50.605952380952374,,,,,,,33.02395833333333,60.67916666666667,2.3375,40.69375,,0.0,973.0885416666666,,,2023-08-20
2023-08-21,47.927083333333336,174.8125,31.481521739130432,19.76944444444445,23.06376811594203,20.433333333333337,18.54201388888889,0.86875,48.05381944444445,,,,,,,33.47083333333334,60.458333333333336,1.8552083333333331,57.09166666666667,,0.0,973.1322916666668,,,2023-08-21
2023-08-22,53.489583333333336,254.20833333333337,44.71770833333333,14.007291666666667,57.979166666666664,4.517857142857143,15.258680555555555,1.1135416666666669,44.21145833333333,,,,,,,32.45729166666667,65.73020833333334,1.7635416666666668,77.00729166666666,,0.0,973.4739583333334,,,2023-08-22
2023-08-23,35.802083333333336,90.4375,24.17361111111111,16.446428571428573,38.113194444444446,21.4925,13.79375,1.4145833333333335,43.57083333333333,,,,,,,29.71875,79.54791666666667,0.9291666666666668,75.98333333333333,,0.0,973.603125,,,2023-08-23
2023-08-24,51.708333333333336,228.01041666666663,2.2645833333333334,1.2271929824561405,2.8434782608695657,28.275694444444444,18.587847222222223,1.3875,25.843055555555555,,,,,,,31.352777777777774,65.83020833333333,1.0159722222222225,100.94270833333331,,0.0,972.8326388888888,,,2023-08-24
2023-08-25,62.375,396.7708333333333,44.161458333333336,16.773958333333333,60.91770833333334,30.422916666666666,16.62456140350877,1.315625,9.169907407407408,,,,,,,32.447916666666664,57.2875,1.7041666666666666,109.73229166666664,,0.0,972.6333333333332,,,2023-08-25
2023-08-26,89.6875,582.5416666666666,91.58333333333331,33.362500000000004,124.94375,33.99270833333333,6.338888888888889,1.1226190476190476,9.684375,,,,,,,32.82604166666667,53.49791666666667,1.6375,112.47395833333331,,0.0,972.6864583333332,,,2023-08-26
2023-08-27,97.62719298245617,570.5041666666667,6.391666666666667,11.630555555555556,16.787916666666668,30.360000000000003,5.074583333333333,1.20125,10.6325,,,,,,,32.9775,51.18375,1.86,113.53625,,0.0,972.73125,,,2023-08-27
2023-08-28,79.56944444444444,450.30902777777777,22.906521739130437,17.807608695652174,39.82934782608696,23.390942028985503,6.927777777777778,0.9989583333333332,18.07361111111111,,,,,,,32.90416666666667,54.10729166666667,1.8645833333333333,103.9625,,0.0,972.921875,,,2023-08-28
2023-08-29,79.59722222222221,428.25,60.41956521739131,23.78840579710145,82.80978260869566,14.9625,7.456159420289856,0.6726190476190477,14.636458333333332,,,,,,,33.248958333333334,53.190625,1.55625,97.40625,,0.0,972.85625,,,2023-08-29
2023-08-30,79.11805555555556,397.1875,3.25036231884058,1.838888888888889,3.3272727272727276,18.22065217391304,3.5846153846153848,1.3741666666666668,11.7875,1.4440476190476192,11.64047619047619,,,,,33.36145833333333,53.547222222222224,1.320138888888889,106.11284722222224,,0.0,972.8305555555556,,,2023-08-30
2023-08-31,74.72916666666667,426.9479166666667,22.239166666666662,15.1225,36.946666666666665,17.371052631578948,5.6342592592592595,1.9902173913043475,10.755555555555556,1.44375,9.779166666666669,,,,,33.393750000000004,53.59479166666667,1.0114583333333331,102.30625,,0.0,965.2385416666666,,,2023-08-31
2023-09-01,58.00694444444445,392.1458333333333,70.00108695652175,26.844565217391303,96.92173913043476,26.031521739130437,3.6768939393939393,1.7365942028985508,5.734375,0.425,2.7916666666666665,,,,,34.275,52.62604166666667,1.3197916666666667,114.37708333333336,,0.0,734.7395833333334,,,2023-09-01
2023-09-02,64.495,280.0701754385965,43.52268518518518,23.91759259259259,67.50231481481482,14.042592592592593,3.936666666666667,1.6074074074074074,6.287280701754386,0.3587719298245614,2.8074561403508773,,,,,26.011111111111113,45.74875,1.3609649122807017,85.18676470588235,,0.0,741.2279166666666,,,2023-09-02
2023-09-03,52.65972222222222,388.3369565217391,61.88229166666667,26.128125,88.01041666666667,8.555902777777778,1.9534722222222225,8.707407407407407,6.582291666666666,0.334375,1.840625,,,,,35.71875,48.9875,1.4260416666666669,104.02604166666669,,0.0,735.1791666666667,,,2023-09-03
2023-09-04,46.46180555555555,212.17708333333337,62.30643939393939,30.018560606060603,92.31022727272727,6.712121212121212,2.189393939393939,1.0699999999999998,6.211363636363637,0.35625,2.263888888888889,,,,,35.56840277777778,48.778125,1.3020833333333333,100.93611111111112,,0.0,743.2576388888889,,,2023-09-04
2023-09-05,47.729166666666664,162.70833333333334,22.02916666666667,27.225,49.253125,5.899652777777778,2.1069444444444443,1.221875,17.214583333333334,0.3302083333333333,4.502083333333333,,,,,35.05625,49.26770833333333,1.8041666666666665,42.99895833333333,,0.0,744.3614583333333,,,2023-09-05
2023-09-06,39.56597222222222,128.27173913043478,36.58645833333333,27.782291666666666,64.35625,10.542708333333334,2.967013888888889,1.1875,13.55,0.4145833333333333,2.7937499999999997,,,,,34.731249999999996,49.43645833333333,1.3354166666666665,57.171875,,0.0,847.4,,,2023-09-06
2023-09-07,48.291666666666664,159.46875,57.53854166666667,38.157291666666666,95.678125,12.034375,2.3000000000000003,1.2055555555555555,18.231944444444444,0.5520833333333334,6.09375,,,,,33.74375,51.01145833333334,0.9260416666666668,66.05729166666667,,0.0,1023.98125,,,2023-09-07
2023-09-08,27.899305555555557,83.92708333333333,7.503819444444445,16.492708333333333,23.995833333333337,11.61701388888889,4.878819444444445,,5.2625,0.2395833333333333,8.191666666666666,,,,,34.190625000000004,50.58020833333333,2.0385416666666667,39.85729166666667,,0.0,1020.91875,,,2023-09-08
2023-09-09,39.09782608695652,62.20652173913044,9.897916666666667,10.826041666666669,20.71770833333333,12.596527777777778,3.293402777777778,1.1,6.659027777777777,0.521875,8.939583333333333,,,,,31.93958333333333,57.5,2.509375,44.50729166666667,,0.0,1002.5083333333332,,,2023-09-09
